AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,FHRSID,Lat,Lon,LABusinessID,LACode,LAEmail,LAName,LAWebsite,NewRatingPending,PostCode,RatingDate,Rating,ConfidenceInManagement,Hygiene,Structural,ExtractDate
,,,,Truro College Catering - Snack Stop,Mobile caterer,7846,722565,,,CP14_001078,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,6/3/2015,5,,,,11/2/2016
Chywhela House,Gloweth,Truro,Cornwall,Truro College Day Nursery,Hospitals/Childcare/Caring Premises,5,493776,50.264088,-5.099417,C1_PI_000030369,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 3GT,1/3/2013,5,5,5,5,11/2/2016
Treliske Lane,Truro,Cornwall,,Truro Golf Club,Pub/bar/nightclub,7843,409753,50.264048,-5.088118,C1_PI_000022955,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 3LG,7/2/2015,4,5,5,10,11/2/2016
Falmouth Road,Truro,Cornwall,,Truro High School,School/college/university,7845,455158,50.256344,-5.055599,C1_PI_000016929,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2HL,9/10/2015,5,5,5,5,11/2/2016
St Johns Hall,Strangways Terrace,Truro,Cornwall,Truro Homeless Action Group,Other catering premises,7841,402238,50.259573,-5.053547,CP12_000199,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2NY,4/26/2012,Exempt,,,,11/2/2016
Newbridge Lane,Truro,Cornwall,,Truro Lawn Tennis Club,Restaurant/Cafe/Canteen,1,573920,50.260034,-5.086483,C1_PI_000031031,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 3JS,7/17/2013,5,5,5,5,11/2/2016
12 Princes Street,Truro,Cornwall,,Truro Lounge,Restaurant/Cafe/Canteen,1,631274,50.263235,-5.049417,CP13_000874,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2ES,7/3/2015,5,5,5,5,11/2/2016
Methodist Church Volunteer Catering,Truro Methodist Church,Union Place,Truro,Truro Methodist Church,Other catering premises,7841,907131,50.265033,-5.051496,CP16_000676,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 1EP,7/14/2016,5,5,5,5,11/2/2016
,,,,Truro Methodist Church - Mobile Caterer,Mobile caterer,7846,540276,,,CP13_000451,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,11/21/2012,4,10,5,5,11/2/2016
Truro Methodist Church,Union Place,Truro,Cornwall,Truro Methodist Church Sambells (Cafe),Restaurant/Cafe/Canteen,1,576240,50.265034,-5.051497,CP11_000150,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 1EP,6/21/2016,5,5,5,5,11/2/2016
Treliske Lane,Truro,Cornwall,,Truro Preparatory School,School/college/university,7845,540242,50.266223,-5.085143,C1_PI_000022747,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 3QN,11/13/2015,5,0,0,5,11/2/2016
Trennick Lane,Truro,Cornwall,,Truro School,School/college/university,7845,588990,50.260819,-5.042751,C1_PI_000022831,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 1TH,9/28/2016,5,5,5,5,11/2/2016
32 Lemon Street,Truro,Cornwall,,Truro Tandoori,Restaurant/Cafe/Canteen,1,493773,50.261064,-5.052632,C1_PI_000018468,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2NR,7/31/2015,2,10,15,10,11/2/2016
19 Fore Street,Newquay,Cornwall,,Truscotts Fish & Chips,Takeaway/sandwich shop,7844,438854,50.414203,-5.086433,C2_213095,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1HB,8/24/2015,5,5,5,5,11/2/2016
Lemon Quay,Truro,Cornwall,,Try Dowr,Pub/bar/nightclub,7843,492635,50.262897,-5.050995,C1_PI_000049278,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2LQ,9/1/2016,5,5,5,5,11/2/2016
Trythall Community Primary School,Newmill,Penzance,Cornwall,Trythall Primary School,School/college/university,7845,623905,50.152763,-5.568096,W1_10_10523_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR20 8XR,10/8/2014,5,5,5,5,11/2/2016
,,,,TS Catering,Mobile caterer,7846,831083,,,CP15_001050,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,11/25/2015,5,5,5,0,11/2/2016
39 Commercial Street,Camborne,Cornwall,,Tse House,Restaurant/Cafe/Canteen,1,655197,50.213995,-5.300274,CP14_000319,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 8JX,10/14/2015,4,10,5,5,11/2/2016
Dunders Hill,Polzeath,Wadebridge,Cornwall,Tubestation,Restaurant/Cafe/Canteen,1,486908,50.573959,-4.917123,E1_50096,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 6TB,9/22/2015,5,5,5,5,11/2/2016
The Tuckingmill Hotel,109 Pendarves Street,Tuckingmill,Camborne,Tuckingmill Hotel,Hotel/bed & breakfast/guest house,7842,682732,50.223436,-5.281716,CP14_000728,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 8NJ,1/19/2016,3,10,10,10,11/2/2016
,,,,Tuddie's Food,Other catering premises,7841,845411,,,CP15_001053,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,1/20/2016,4,10,5,5,11/2/2016
3 West End,Marazion,Cornwall,,Tudor Chippy,Takeaway/sandwich shop,7844,445784,50.125325,-5.476224,W1_10_10243_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR17 0EF,5/29/2014,5,5,5,5,11/2/2016
Gweek Village Hall,Meneth,Gweek,Helston,Tuesday V I P Club,Other catering premises,7841,439153,50.095657,-5.205046,W2_00003791,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR12 6UG,8/23/2016,5,5,5,5,11/2/2016
Restaurant At,Tulip Ltd,Bodmin,Cornwall,Tulip,Restaurant/Cafe/Canteen,1,438929,50.469912,-4.699229,CP12_000674,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 1HF,11/24/2014,5,0,5,5,11/2/2016
Staff Canteen,Tulip,Wilson Way,Pool,Tulip - Staff Canteen,Restaurant/Cafe/Canteen,1,402790,50.225692,-5.26071,W2_10_00148_CP,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 3RT,10/29/2015,5,0,0,0,11/2/2016
Railway Terrace,Portreath,Redruth,Cornwall,Tung Sing Cantonese Restaurant,Restaurant/Cafe/Canteen,1,534531,50.260146,-5.288829,W2_00028386,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR16 4LD,4/8/2016,5,5,5,5,11/2/2016
The Turks Head,49 Chapel Street,Penzance,Cornwall,Turks Head Inn,Pub/bar/nightclub,7843,580140,50.117316,-5.534619,W1_10_10061_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 4AF,7/18/2016,4,5,10,5,11/2/2016
,,,,Turnstone Kitchen - Home Caterer,Other catering premises,7841,689192,,,CP14_000595,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,9/7/2016,5,5,5,5,11/2/2016
47 Fore Street,Bodmin,Cornwall,,Turquoise,Takeaway/sandwich shop,7844,455219,50.471407,-4.720751,E1_2226,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 2JA,6/9/2016,5,5,5,5,11/2/2016
,,,,Tusas,Mobile caterer,7846,763262,,,CP15_000488,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,4/3/2015,5,5,5,5,11/2/2016
10 Fore Street,Porthleven,Helston,Cornwall,Twisted Currant,Restaurant/Cafe/Canteen,1,745610,50.085395,-5.315641,CP14_001114,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR13 9HJ,3/25/2015,5,5,5,5,11/2/2016
13 Albert Road,Saltash,Cornwall,,Two Bridges Inn,Pub/bar/nightclub,7843,681134,50.407663,-4.208926,CP14_000666,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL12 4EB,12/10/2015,3,10,10,10,11/2/2016
Quintrell Downs,Newquay,Cornwall,,Two Clomes,Pub/bar/nightclub,7843,455165,50.401324,-5.022346,C2_203425,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 4PD,8/17/2015,5,0,5,5,11/2/2016
,,,,Two Creative Cooks,Other catering premises,7841,772846,,,CP15_000662,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,6/12/2015,5,5,5,5,11/2/2016
,,,,Two Creative Cooks - Home Caterer,Other catering premises,7841,591608,,,E2_08_00163_FOOD,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,6/12/2015,5,5,5,5,11/2/2016
The Strand House,9 Tywarnhayle Square,Perranporth,Cornwall,Tye Stores,Retailers - other,4613,642115,50.344481,-5.154978,CP14_000274,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR6 0ER,8/21/2015,3,10,10,10,11/2/2016
41 Church Street,Tywardreath,Par,Cornwall,Tywardreath Butchers,Retailers - other,4613,445719,50.357797,-4.693071,C2_206213,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL24 2QQ,9/28/2015,5,5,5,5,11/2/2016
Tywardreath School,Southpark Road,Tywardreath,Par,Tywardreath CP School,School/college/university,7845,481055,50.357711,-4.701419,C2_235278,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL24 2PT,4/27/2016,5,5,5,5,11/2/2016
AE Smith And Son,1 Fore Street,Tywardreath,Par,Tywardreath Village Shop,Retailers - other,4613,909996,50.358116,-4.691669,CP16_000708,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL24 2QP,10/6/2016,3,10,10,5,11/2/2016
The Tywarnhayle Inn,1 Tywarnhayle Square,Perranporth,Cornwall,Tywarnhayle Inn,Pub/bar/nightclub,7843,754451,50.34448,-5.154978,CP15_000423,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR6 0ER,4/10/2015,3,10,5,10,11/2/2016
2 North Road,Torpoint,Cornwall,,Udal Garth,Hospitals/Childcare/Caring Premises,5,447004,50.375829,-4.197671,CP12_000856,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL11 2DH,1/6/2016,5,5,5,5,11/2/2016
The Pryors,Sinns Common,Redruth,Cornwall,Ultra Entertainment,Mobile caterer,7846,528277,50.257218,-5.218663,CP11_000973,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR16 4BH,11/5/2014,5,0,5,0,11/2/2016
Una St Ives,Lelant,St Ives,Cornwall,Una Kitchen,Restaurant/Cafe/Canteen,1,894401,50.186405,-5.466481,CP16_000516,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR26 3HE,6/17/2016,1,20,15,5,11/2/2016
Uncle Jacks Cabin,Bossiney Road,Bossiney,Tintagel,Uncle Jack's Cabin,Takeaway/sandwich shop,7844,528301,50.66241,-4.748835,E1_852,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL34 0AJ,8/15/2016,2,10,10,15,11/2/2016
Uneeka Ltd,5 Boscawen Street,Truro,Cornwall,Uneeka,Restaurant/Cafe/Canteen,1,576239,50.263199,-5.050761,CP11_000028,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2EL,6/20/2016,4,5,5,10,11/2/2016
60 Chapel Street,Penzance,Cornwall,,Union Hotel,Hotel/bed & breakfast/guest house,7842,573984,50.117823,-5.535705,W1_10_10717_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 4AE,5/10/2016,5,,,,11/2/2016
3 Boscawen Road,Perranporth,,,Upper Deck,Restaurant/Cafe/Canteen,1,571167,50.344276,-5.154234,C1_PI_000035993,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR6 0EW,9/22/2016,3,10,5,10,11/2/2016
Upton Cross Post Office,Upton Cross,Liskeard,Cornwall,Upton Cross Stores,Retailers - other,4613,842208,50.523479,-4.424597,CP15_000999,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL14 5AX,1/5/2016,4,5,5,10,11/2/2016
8 Princes Street,Bude,Cornwall,,Urchins Bistro,Restaurant/Cafe/Canteen,1,465881,50.83159,-4.544836,E1_61958,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 8AT,8/4/2016,5,5,5,5,11/2/2016
37 Commercial Street,Camborne,Cornwall,,USA Chicken,Takeaway/sandwich shop,7844,565558,50.213995,-5.300274,W2_00004532,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 8JX,1/7/2015,5,5,5,5,11/2/2016
,,,,Valentina's Food Passion,Other catering premises,7841,853281,,,CP16_000085,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,2/22/2016,4,10,5,5,11/2/2016
Carnon Downs Garden Centre,Quenchwell Road,Carnon Downs,Truro,Valley View Restaurant,Restaurant/Cafe/Canteen,1,402025,50.228716,-5.089311,C1_PI_000025574,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR3 6LN,6/22/2016,4,5,5,10,11/2/2016
4 Moorland Road,Par,Cornwall,,Vals Place,Takeaway/sandwich shop,7844,402140,50.352022,-4.703907,C2_241213,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL24 2PA,8/24/2016,4,5,5,10,11/2/2016
1 Duke Street,Truro,Cornwall,,Vanilla,Restaurant/Cafe/Canteen,1,569062,50.263529,-5.049871,C1_PI_000016573,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2QE,6/20/2016,5,5,5,5,11/2/2016
Mobile Catering Unit,War Memorial And Working Mens Club,Fore Street,St Dennis,Variety Grill,Mobile caterer,7846,900526,50.382611,-4.884016,CP16_000384,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 8AD,7/11/2016,3,10,5,10,11/2/2016
The Venus Cafe,On The Beach,Watergate Bay,Newquay,Venus Cafe,Takeaway/sandwich shop,7844,438878,50.444732,-5.039383,C2_253290,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 4AB,6/15/2016,5,5,5,5,11/2/2016
15 St Marys Street,Truro,Cornwall,,Vertigo,Pub/bar/nightclub,7843,569065,50.263773,-5.04983,C1_PI_000021609,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2AF,3/30/2015,4,5,5,10,11/2/2016
Veryan Church Of England School,Green Lane,Veryan,Truro,Veryan CE School,School/college/university,7845,610900,50.218724,-4.922848,C1_PI_000047131,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR2 5QA,6/4/2015,4,0,10,5,11/2/2016
Roseland Supply Stores,Century Lane,Veryan,Truro,Veryan Portloe Stores And Post Office,Retailers - other,4613,813304,50.218724,-4.922848,CP15_001014,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR2 5QA,10/21/2015,1,20,5,15,11/2/2016
4 - 5 Tresprison Business Park,Tresprison,Helston,Cornwall,Vicky's Bread,Retailers - other,4613,688321,50.099364,-5.257656,CP13_001391,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR13 0QD,11/25/2014,3,5,10,10,11/2/2016
East Street,Newquay,Cornwall,,Victoria Hotel,Hotel/bed & breakfast/guest house,7842,609783,50.414677,-5.078763,C2_220034,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1DB,4/8/2015,3,5,10,10,11/2/2016
Perranuthnoe,Penzance,Cornwall,,Victoria Inn,Pub/bar/nightclub,7843,740111,50.11515808,-5.444860935,CP15_000200,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR20 9NP,2/9/2015,5,5,5,5,11/2/2016
The Cross,Pensilva,Liskeard,Cornwall,Victoria Inn,Pub/bar/nightclub,7843,552390,50.503372,-4.407038,CP13_000381,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL14 5NB,5/6/2015,5,5,5,5,11/2/2016
The Victoria Inn,The Square,Four Lanes,Redruth,Victoria Inn,Pub/bar/nightclub,7843,642074,50.2022,-5.238028,CP14_000110,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR16 6PZ,8/13/2015,5,5,5,5,11/2/2016
The Victoria Inn,Chyvelah Road,Threemilestone,Truro,Victoria Inn,Pub/bar/nightclub,7843,438832,50.263416,-5.113435,C1_PI_000029874,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR3 6BY,9/17/2015,5,5,5,5,11/2/2016
Victoria,Roche,St Austell,Cornwall,Victoria Inn,Pub/bar/nightclub,7843,402125,50.42136,-4.83253,C2_235174,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 8LQ,4/26/2016,5,5,5,5,11/2/2016
,,,,Victorian Jacket Potatoes,Mobile caterer,7846,517287,,,W2_10_00073_CP,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,6/13/2014,5,5,5,5,11/2/2016
Pay As You Dine Victory Galley,H M S Raleigh,Trevol Road,Torpoint,Victory Galley - ESS,Restaurant/Cafe/Canteen,1,534517,50.37403,-4.223228,E2_08_00010_FOOD,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL11 2PD,12/11/2014,5,0,0,5,11/2/2016
Towan Cross,Mount Hawke,Truro,Cornwall,Victory Inn,Pub/bar/nightclub,7843,402039,50.290724,-5.221754,C1_PI_000042269,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR4 8BN,6/21/2016,5,0,5,5,11/2/2016
Flambards Theme Park,Clodgey Lane,Helston,Cornwall,Village Cafe,Restaurant/Cafe/Canteen,1,578023,50.09212,-5.258367,CP13_000817,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR13 0QA,7/23/2015,5,5,5,0,11/2/2016
5 The Square,Praze An Beeble,Cornwall,,Village Shop Catering,Other catering premises,7841,814972,,,CP15_000955,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,10/21/2015,4,10,5,5,11/2/2016
58 Fore Street,Torpoint,Cornwall,,Vino's,Restaurant/Cafe/Canteen,1,642146,50.375795,-4.195659,E2_04_00211_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL11 2AB,1/12/2016,4,5,5,10,11/2/2016
,,,,Vintage Cakes - Home Caterer,Other catering premises,7841,578014,,,CP13_000660,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,8/2/2013,4,10,5,5,11/2/2016
50 Higher Bore Street,Bodmin,Cornwall,,Viraj Indian Cuisine,Restaurant/Cafe/Canteen,1,537657,50.471176,-4.728293,E1_51694,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 1JW,1/12/2016,5,5,5,5,11/2/2016
,,,,Viv & Terry's Baguettes - Home Caterer,Other catering premises,7841,402050,,,C1_PI_000049426,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,2/20/2015,5,5,5,0,11/2/2016
Vivian Olds Butchers,2 Chapel Road,St Just,Penzance,Vivian Olds,Retailers - other,4613,485564,50.125339,-5.682431,W1_10_10568_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR19 7HS,11/18/2015,5,5,5,5,11/2/2016
The Vyvyan Arms,114 Trelowarren Street,Camborne,Cornwall,Vyvyan Arms Hotel,Pub/bar/nightclub,7843,459880,50.214563,-5.294187,W2_00005934,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 8AN,11/26/2014,3,10,10,10,11/2/2016
The Stores,1 Lands End Road,St Buryan,Penzance,W & J B Jackson,Retailers - other,4613,439088,50.073808,-5.623804,W1_10_10128_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR19 6ES,8/27/2015,5,5,5,5,11/2/2016
Rowes Bakers,109 Fore Street,Saltash,Cornwall,W C Rowe,Retailers - other,4613,573970,50.408651,-4.2128,E2_04_00562_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL12 6AE,1/7/2015,5,5,5,5,11/2/2016
Unit 11B,White River Place,St Austell,Cornwall,W C Rowe,Retailers - other,4613,594564,50.337396,-4.793644,C2_253806,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 5AZ,4/23/2015,5,5,5,5,11/2/2016
WC Rowe,Tesco,Garras Wharf,Truro,W C Rowe,Restaurant/Cafe/Canteen,1,552392,50.26086,-5.047034,CP13_000447,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2TN,8/30/2016,5,5,5,5,11/2/2016
WC Rowe Bakery,30 Fore Street,Pool,Redruth,W C Rowe,Retailers - other,4613,621421,50.227789,-5.268047,W2_00001373,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 3PE,1/14/2016,5,5,5,5,11/2/2016
15 Commercial Square,Camborne,Cornwall,,W C Rowe Bakers,Retailers - other,4613,449437,50.214108,-5.299455,W2_00004523,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 8AT,1/13/2015,5,0,0,0,11/2/2016
Stevenson & Son,76 The Strand,Newlyn,Penzance,W Stevenson & Sons Fish Shop,Retailers - other,4613,583119,50.105456,-5.549425,W1_10_11320_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 5HW,8/27/2013,5,5,5,5,11/2/2016
W C Rowe,Concession 1,Cornish Gateway Services,Victoria,W.C.Rowe,Retailers - other,4613,871547,,,CP16_000173,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 8UF,5/13/2016,5,5,5,0,11/2/2016
Gonvena Hill,Wadebridge,Cornwall,,Wadebridge Comprehensive School,School/college/university,7845,478847,50.521922,-4.829365,E1_50988,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 6BU,5/3/2016,5,5,0,5,11/2/2016
Gonvena Hill,Wadebridge,Cornwall,,Wadebridge Primary School,School/college/university,7845,610922,50.521936,-4.833584,CP13_000916,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 6BL,5/18/2015,5,5,5,5,11/2/2016
Court Arcade,Wharf Road,St Ives,Cornwall,Wafflelicious,Takeaway/sandwich shop,7844,486900,50.214392,-5.480064,CP12_001429,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR26 1LG,11/27/2012,5,5,5,0,11/2/2016
14 Market House Arcade,Fore Street,Bodmin,Cornwall,Waffles,Restaurant/Cafe/Canteen,1,551176,50.471407,-4.720751,E1_2370,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 2JA,2/29/2016,4,5,5,10,11/2/2016
62 East Street,Newquay,Cornwall,,Wah Hing,Restaurant/Cafe/Canteen,1,485537,50.413917,-5.079263,C2_232644,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 1BE,7/26/2016,3,10,10,10,11/2/2016
56 Molesworth Street,Wadebridge,Cornwall,,Wai Kui Chinese Takeaway,Takeaway/sandwich shop,7844,402466,50.516455,-4.838886,E1_6626,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 7DR,6/18/2015,5,5,5,5,11/2/2016
The Old Post Office,Eden Road,Wainhouse Corner,Bude,Wainhouse Country Store & Post Office,Retailers - other,4613,691913,50.730812,-4.576568,E1_2781,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 0AZ,3/11/2016,3,10,5,10,11/2/2016
Union Hill,Truro,Cornwall,,Waitrose,Retailers - supermarkets/hypermarkets,7840,900601,50.273328,-5.037738,CP16_000488,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 1RH,8/5/2016,5,0,0,0,11/2/2016
